zipcode,type,subtype,price,number_of_rooms,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
1315,HOUSE,HOUSE,460000,3,240,0,0,0,0,,1,1150,1254,4,0,
9630,HOUSE,HOUSE,497400,3,180,1,0,0,0,,1,,610,,0,
2830,HOUSE,HOUSE,499000,9,516,1,0,0,0,,0,,225,3,0,TO_RENOVATE
8300,APARTMENT,APARTMENT,1095000,3,83,1,0,0,1,1,0,,,2,0,JUST_RENOVATED
1050,HOUSE,HOUSE,1090000,7,255,1,0,0,1,2,1,32,105,2,0,JUST_RENOVATED
8000,HOUSE,HOUSE,339500,3,107,1,0,0,0,,1,,85,2,0,GOOD
1050,HOUSE,MIXED_USE_BUILDING,1050000,3,385,1,0,0,1,11,0,,93,3,0,GOOD
3400,HOUSE,HOUSE,319000,3,130,1,0,0,1,,1,,366,,0,AS_NEW
1370,APARTMENT,APARTMENT,245000,2,96,1,0,0,1,6,0,,,2,0,
1000,APARTMENT,APARTMENT,1537000,2,160,0,0,0,1,91,0,,,,0,AS_NEW
4100,HOUSE,HOUSE,155000,2,80,1,0,0,1,16,1,160,251,2,0,TO_BE_DONE_UP
1457,APARTMENT,APARTMENT,160000,1,53,1,0,0,1,4,0,,,2,0,GOOD
9100,APARTMENT,APARTMENT,324000,3,160,0,0,0,1,15,0,,,2,0,GOOD
4100,APARTMENT,DUPLEX,100000,3,,0,0,0,0,,0,,,,0,
3020,APARTMENT,DUPLEX,329000,2,,1,0,0,1,,0,,,2,0,GOOD
7180,HOUSE,HOUSE,175000,4,270,1,0,0,0,,0,,110,2,0,AS_NEW
4020,APARTMENT,APARTMENT,179000,2,96,1,0,0,0,,0,,,4,0,GOOD
8470,APARTMENT,APARTMENT,379000,3,146,1,0,0,1,20,0,,,,0,AS_NEW
8420,APARTMENT,APARTMENT,349000,2,,1,0,0,1,9,0,,,2,0,TO_BE_DONE_UP
1200,HOUSE,VILLA,1645000,4,400,1,0,0,1,20,1,850,1000,4,0,AS_NEW
9230,HOUSE,VILLA,550000,3,274,1,0,0,1,45,1,500,688,4,0,GOOD
1030,APARTMENT,APARTMENT,310000,3,135,0,0,0,0,,1,,,3,0,GOOD
8553,APARTMENT,APARTMENT,149000,1,60,1,0,0,0,,0,,,2,0,GOOD
9600,HOUSE,HOUSE,274561,3,207,1,0,0,1,,1,,396,3,0,
9900,HOUSE,HOUSE,189000,3,,1,0,0,0,,1,,317,2,0,GOOD
1300,APARTMENT,PENTHOUSE,520000,3,140,1,0,0,1,97,0,,,4,0,AS_NEW
8570,HOUSE,HOUSE,400500,3,178,0,0,0,1,20,1,,518,3,0,
8400,APARTMENT,APARTMENT,169000,2,82,0,1,0,0,,0,,,2,0,GOOD
9400,HOUSE,HOUSE,255000,3,117,1,0,0,1,,0,,135,3,0,
2870,HOUSE,HOUSE,387500,3,162,1,0,0,0,,1,,432,3,0,AS_NEW
8400,APARTMENT,APARTMENT,255000,2,88,1,0,0,1,,0,,,,0,AS_NEW
9030,HOUSE,HOUSE,345000,4,188,1,0,0,1,,0,,84,2,0,GOOD
4317,HOUSE,COUNTRY_COTTAGE,185000,1,,0,0,0,0,,1,432,921,3,0,TO_RENOVATE
6780,HOUSE,HOUSE,890000,7,,0,0,0,1,,0,,1000,,0,
4520,HOUSE,HOUSE,319000,3,130,1,0,1,1,40,1,330,687,4,0,JUST_RENOVATED
7000,APARTMENT,APARTMENT,195000,2,87,1,0,0,1,,0,,,2,0,GOOD
9120,APARTMENT,APARTMENT,222500,1,78,1,0,0,1,17,0,,,4,0,
4690,HOUSE,HOUSE,1000,3,,1,0,0,0,,0,,207,2,0,
1420,APARTMENT,APARTMENT,350000,3,118,0,0,0,1,18,1,41,,4,0,
3560,APARTMENT,APARTMENT,303384,2,123,1,0,0,1,57,0,,,,0,
5100,APARTMENT,APARTMENT,313000,2,103,1,0,0,0,,0,,,,0,AS_NEW
1120,APARTMENT,APARTMENT,235000,2,90,1,0,0,1,7,0,,,2,0,
9500,HOUSE,HOUSE,95000,2,137,1,0,0,1,27,0,,109,2,0,TO_RENOVATE
8000,HOUSE,HOUSE,589000,6,251,1,0,0,1,,0,,231,4,0,TO_BE_DONE_UP
7100,APARTMENT,APARTMENT,120000,0,80,0,0,0,0,,0,,,,0,
3110,APARTMENT,APARTMENT,280000,2,98,0,0,0,1,10,0,,,,0,AS_NEW
9820,APARTMENT,APARTMENT,235000,3,91,0,0,0,1,,1,,,,0,JUST_RENOVATED
2850,APARTMENT,APARTMENT,249000,2,118,1,0,0,1,7,0,,,,0,GOOD
5100,APARTMENT,APARTMENT,215000,2,78,1,0,0,0,,0,,,,0,GOOD
6970,HOUSE,EXCEPTIONAL_PROPERTY,550000,8,506,0,0,0,1,,1,700,7000,4,0,TO_BE_DONE_UP
8900,APARTMENT,PENTHOUSE,475000,3,152,0,0,0,1,26,0,,,,0,
1080,APARTMENT,APARTMENT,195000,2,80,1,0,0,1,8,0,,,2,0,
1500,APARTMENT,APARTMENT,238000,2,96,1,0,0,1,15,0,,,2,0,
3090,HOUSE,VILLA,730000,4,195,1,0,1,1,,1,,1429,4,0,AS_NEW
1040,HOUSE,EXCEPTIONAL_PROPERTY,1645000,6,526,1,0,1,1,,1,317,600,2,0,GOOD
1651,HOUSE,HOUSE,180000,2,63,1,0,0,0,,0,,93,,0,AS_NEW
8000,APARTMENT,APARTMENT,343900,2,91,1,0,0,0,,1,21,,3,0,GOOD
3620,HOUSE,HOUSE,314990,3,191,1,0,0,1,250,1,270,688,3,0,GOOD
1200,APARTMENT,APARTMENT,385000,2,110,1,0,0,1,8,0,,,,0,AS_NEW
1640,HOUSE,VILLA,1790000,5,450,1,0,0,1,,0,,1360,,0,AS_NEW
1420,APARTMENT,GROUND_FLOOR,316575,3,119,1,0,0,1,13,0,,,,0,AS_NEW
9880,HOUSE,VILLA,1600000,3,284,1,0,1,0,,1,,6434,,0,
1082,APARTMENT,APARTMENT,265000,2,99,1,0,0,1,10,1,20,,,0,
4610,HOUSE,HOUSE,269000,6,212,1,0,0,1,,0,,433,3,0,GOOD
8790,APARTMENT,APARTMENT,436500,3,127,0,0,0,1,25,0,,,2,0,AS_NEW
2000,APARTMENT,APARTMENT,529000,2,151,1,0,0,1,,0,,,2,0,
8790,APARTMENT,APARTMENT,318000,2,116,1,0,0,1,27,0,,,2,0,GOOD
2600,HOUSE,HOUSE,405000,2,170,1,0,1,0,,1,135,230,2,0,GOOD
1150,HOUSE,HOUSE,499000,3,95,0,0,0,1,,1,120,177,2,0,TO_RENOVATE
1390,HOUSE,HOUSE,485000,3,240,1,0,0,0,,1,500,1000,3,0,AS_NEW
5360,HOUSE,HOUSE,170000,3,150,1,0,0,0,,1,85,164,,0,TO_BE_DONE_UP
6700,HOUSE,HOUSE,479000,4,192,1,0,1,1,40,1,250,650,3,0,AS_NEW
8370,APARTMENT,APARTMENT,295000,2,77,1,0,0,1,,0,,,2,0,
1180,APARTMENT,APARTMENT,330000,2,90,1,0,0,1,12,0,,,,0,AS_NEW
4052,HOUSE,HOUSE,580000,4,297,1,0,1,0,,0,,1530,4,0,AS_NEW
1760,HOUSE,HOUSE,430000,3,165,0,0,0,0,,0,,762,4,0,
9000,APARTMENT,LOFT,390000,2,125,1,0,0,1,10,0,,,,0,AS_NEW
1070,HOUSE,HOUSE,399000,4,260,1,0,0,1,16,0,,0,2,0,GOOD
1030,APARTMENT,PENTHOUSE,310000,1,70,1,0,0,1,40,0,,,,0,AS_NEW
8770,APARTMENT,APARTMENT,195000,2,77,0,0,0,1,,1,,,,0,AS_NEW
3000,APARTMENT,APARTMENT,345000,1,56,1,0,0,1,16,0,,,2,0,AS_NEW
8800,APARTMENT,APARTMENT,179000,2,111,1,0,0,1,5,0,,,,0,TO_BE_DONE_UP
4040,HOUSE,HOUSE,235000,4,110,1,0,0,1,30,1,150,572,4,0,GOOD
9090,HOUSE,HOUSE,280000,3,130,1,0,0,0,,1,,225,,0,AS_NEW
9620,APARTMENT,APARTMENT,139000,1,55,1,0,0,0,,0,,,2,0,GOOD
9900,HOUSE,HOUSE,295000,2,145,1,0,0,1,12,0,,72,,0,AS_NEW
1180,HOUSE,VILLA,2750000,7,450,1,0,0,1,,0,,2600,4,0,AS_NEW
8930,HOUSE,HOUSE,180000,1,,0,0,0,1,,0,,404,,0,GOOD
8500,HOUSE,HOUSE,355000,4,160,1,0,0,0,,0,,309,2,0,AS_NEW
8930,HOUSE,HOUSE,337506,3,172,0,0,0,0,,0,,603,3,0,
8000,APARTMENT,APARTMENT,399000,4,169,1,0,0,1,30,0,,,2,0,JUST_RENOVATED
1831,HOUSE,MIXED_USE_BUILDING,599000,0,289,1,0,0,1,9,0,,113,2,0,GOOD
6630,HOUSE,VILLA,1100000,4,386,1,0,1,1,62,0,,1974,4,0,AS_NEW
9600,HOUSE,HOUSE,209000,5,167,1,0,0,0,,1,,245,3,0,
1800,HOUSE,HOUSE,349000,3,140,1,0,0,1,,0,,51,2,0,
1030,HOUSE,APARTMENT_BLOCK,790000,6,306,1,0,0,1,38,1,75,190,2,0,TO_RENOVATE
1050,APARTMENT,PENTHOUSE,380000,2,112,1,0,0,1,10,0,,,2,0,GOOD
3000,HOUSE,HOUSE,535900,3,128,1,0,0,1,20,0,,0,2,0,
1140,APARTMENT,APARTMENT,275000,2,74,1,0,0,1,4,0,,,,0,AS_NEW
4860,HOUSE,HOUSE,289000,3,177,1,0,0,1,25,1,100,390,3,0,AS_NEW
9130,APARTMENT,DUPLEX,245000,2,110,1,0,0,1,5,0,,,2,0,
8300,APARTMENT,APARTMENT,1150000,2,200,0,0,0,0,,1,,,,0,AS_NEW
2800,HOUSE,HOUSE,340000,3,81,1,0,0,0,,1,88,155,2,0,GOOD
1300,HOUSE,HOUSE,598000,4,356,0,0,0,0,,1,,700,4,0,
9030,HOUSE,HOUSE,320000,3,115,1,0,1,1,35,1,60,170,2,0,TO_BE_DONE_UP
2660,APARTMENT,APARTMENT,225000,2,72,1,0,0,1,6,0,,,,0,
5100,HOUSE,VILLA,500000,3,170,1,0,0,1,104,1,2550,2703,4,0,TO_RENOVATE
8300,APARTMENT,APARTMENT,1695000,2,130,0,1,0,1,,0,,,2,0,AS_NEW
4000,APARTMENT,APARTMENT,162500,2,83,1,0,0,1,1,1,,,4,0,GOOD
4000,HOUSE,HOUSE,100000,3,114,0,0,0,0,,0,,55,2,0,TO_BE_DONE_UP
6150,HOUSE,HOUSE,176000,2,196,1,0,0,1,,0,,636,3,0,GOOD
1050,APARTMENT,APARTMENT,325000,2,74,1,1,0,1,4,0,,,2,0,AS_NEW
4500,APARTMENT,APARTMENT,169500,2,80,1,0,0,0,,0,,,,0,GOOD
1420,APARTMENT,APARTMENT,345000,3,118,0,0,0,1,18,0,,,4,0,
1780,APARTMENT,DUPLEX,497000,3,150,1,0,0,0,,0,,,,0,
4000,HOUSE,HOUSE,159000,4,118,1,0,0,1,8,1,276,347,2,0,TO_BE_DONE_UP
1970,APARTMENT,APARTMENT,314900,2,95,1,0,0,1,14,0,,,,0,AS_NEW
1160,APARTMENT,APARTMENT,284000,2,86,1,0,0,1,2,0,,,,0,GOOD
1420,HOUSE,VILLA,1125000,5,461,1,0,0,1,45,1,2974,3240,4,0,GOOD
9831,HOUSE,MANOR_HOUSE,2950000,5,436,1,0,0,0,,1,,2783,4,0,AS_NEW
8793,APARTMENT,APARTMENT,349000,2,88,1,0,0,1,21,0,,,,0,
7340,HOUSE,HOUSE,230000,3,108,1,0,0,1,,0,,8000,4,0,TO_BE_DONE_UP
9790,HOUSE,EXCEPTIONAL_PROPERTY,640000,5,300,0,0,0,0,,1,906,1086,4,0,AS_NEW
3560,APARTMENT,APARTMENT,305688,3,127,1,0,0,1,20,0,,,,0,
1190,APARTMENT,APARTMENT,259000,2,67,1,0,0,1,2,0,,,2,0,GOOD
9940,APARTMENT,APARTMENT,235000,2,88,0,0,0,0,,0,,,3,0,GOOD
1180,HOUSE,HOUSE,1700000,5,400,1,0,1,0,,1,900,1025,4,0,GOOD
5540,HOUSE,BUNGALOW,40000,1,,0,0,0,0,,0,,0,4,0,
4570,HOUSE,HOUSE,325000,3,175,0,0,0,1,15,1,700,864,3,0,GOOD
5020,APARTMENT,APARTMENT,175000,2,70,1,0,0,0,,0,,,2,0,AS_NEW
8600,HOUSE,HOUSE,185000,3,,1,0,0,0,,1,696,696,3,0,
1500,APARTMENT,APARTMENT,235000,2,91,1,0,0,1,16,0,,,2,0,AS_NEW
8900,APARTMENT,PENTHOUSE,490000,3,138,0,0,0,1,33,0,,,,0,
3140,HOUSE,HOUSE,1895000,4,354,1,0,0,1,,0,,1680,4,1,AS_NEW
8530,APARTMENT,FLAT_STUDIO,115000,0,60,0,0,0,1,2,0,,,2,0,GOOD
3150,HOUSE,HOUSE,410000,5,232,0,0,0,0,,1,,416,,0,AS_NEW
1480,HOUSE,VILLA,595000,3,219,1,0,0,1,1,1,1871,1991,4,0,AS_NEW
9300,HOUSE,HOUSE,345000,3,172,1,0,0,1,24,1,35,170,2,0,GOOD
7340,HOUSE,HOUSE,99000,3,200,0,0,0,0,,1,270,270,2,0,TO_RESTORE
4500,APARTMENT,DUPLEX,225000,3,158,0,0,0,1,,0,,,2,0,AS_NEW
8900,APARTMENT,APARTMENT,239000,2,79,0,0,0,1,14,0,,,,0,
1420,APARTMENT,GROUND_FLOOR,314500,2,103,1,0,0,1,15,1,45,,4,0,
2870,HOUSE,HOUSE,387500,3,162,1,0,0,0,,1,,470,3,0,AS_NEW
6044,HOUSE,HOUSE,259900,3,243,0,0,0,1,15,1,304,389,3,0,
9000,APARTMENT,GROUND_FLOOR,60000,2,80,1,0,0,1,,0,,,2,0,
8500,APARTMENT,DUPLEX,280000,2,104,0,0,0,0,,0,,,2,0,AS_NEW
9300,HOUSE,HOUSE,318000,3,155,1,0,0,1,,0,,225,3,0,GOOD
8670,APARTMENT,APARTMENT,195000,1,46,0,0,0,1,4,0,,,,0,
9140,APARTMENT,APARTMENT,125000,2,,0,0,0,0,,0,,,,0,
1435,HOUSE,APARTMENT_BLOCK,275000,1,115,1,0,0,1,,0,,153,4,0,GOOD
1301,HOUSE,HOUSE,1750000,5,377,1,0,0,1,,1,4747,5124,4,1,GOOD
8501,HOUSE,HOUSE,220000,3,,1,0,0,1,,1,,210,,0,TO_BE_DONE_UP
1040,APARTMENT,APARTMENT,355000,2,85,1,0,0,0,,0,,,2,0,
9700,APARTMENT,LOFT,350000,2,166,0,0,0,1,16,1,,,,0,
6060,HOUSE,HOUSE,145000,4,,0,0,0,0,,0,,0,2,0,
2000,APARTMENT,APARTMENT,399000,1,90,1,0,0,1,80,0,,,,0,AS_NEW
3511,APARTMENT,APARTMENT,249000,3,110,1,0,0,1,5,0,,,,0,AS_NEW
1970,APARTMENT,APARTMENT,389000,2,112,0,0,0,1,16,0,,,,0,
4050,HOUSE,MIXED_USE_BUILDING,1850000,4,,0,0,0,1,,0,,2036,4,0,AS_NEW
8660,APARTMENT,APARTMENT,345000,2,74,1,0,0,1,,0,,,,0,AS_NEW
8370,APARTMENT,APARTMENT,315000,2,77,1,0,0,1,,0,,,2,0,
8670,APARTMENT,APARTMENT,310000,3,106,1,1,0,0,,0,,,2,0,TO_BE_DONE_UP
8370,APARTMENT,APARTMENT,215000,2,90,1,0,0,0,,0,,,,0,AS_NEW
1420,APARTMENT,GROUND_FLOOR,487425,3,192,1,0,0,1,28,1,87,,,0,GOOD
7000,HOUSE,VILLA,550000,3,187,1,0,0,1,58,1,1600,1802,4,0,AS_NEW
1450,HOUSE,HOUSE,189000,3,200,1,0,0,0,,0,,748,,0,TO_RENOVATE
1020,APARTMENT,APARTMENT,699400,3,123,0,0,0,1,84,0,,,,0,
8470,APARTMENT,GROUND_FLOOR,179500,1,73,1,0,0,1,11,0,,,,0,AS_NEW
1050,APARTMENT,APARTMENT,280000,2,92,1,0,0,1,7,0,,,2,0,GOOD
8300,HOUSE,HOUSE,1145000,3,205,1,0,0,1,,0,,0,2,0,AS_NEW
1440,HOUSE,HOUSE,340000,4,170,1,0,0,1,10,0,,170,3,0,AS_NEW
2970,APARTMENT,APARTMENT,319800,2,,1,0,0,1,11,0,,,4,0,AS_NEW
7140,APARTMENT,APARTMENT,145000,3,95,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP
8490,HOUSE,HOUSE,299000,3,153,1,0,0,1,10,1,380,526,,0,GOOD
1457,HOUSE,HOUSE,415000,3,252,1,0,0,1,,1,582,582,2,0,AS_NEW
9300,APARTMENT,APARTMENT,599000,2,,1,0,0,1,,0,,,,0,
6183,HOUSE,EXCEPTIONAL_PROPERTY,275000,3,400,1,0,0,1,,0,,793,2,0,TO_RENOVATE
1860,HOUSE,VILLA,749000,2,225,1,0,0,1,35,1,350,999,4,0,GOOD
1400,HOUSE,HOUSE,480000,4,161,1,0,0,1,32,0,,402,3,0,AS_NEW
4020,HOUSE,HOUSE,399000,3,305,1,0,0,1,65,1,460,1313,4,0,GOOD
6061,HOUSE,HOUSE,175000,4,143,1,0,0,1,16,1,89,202,,0,TO_BE_DONE_UP
6800,HOUSE,HOUSE,235000,4,203,1,0,0,0,,0,,174,3,0,GOOD
8310,HOUSE,HOUSE,398000,4,153,1,0,0,0,,1,152,273,2,0,AS_NEW
3040,APARTMENT,APARTMENT,391342,2,126,1,0,0,1,,0,,,,0,
8770,APARTMENT,APARTMENT,230000,2,88,0,0,0,1,,0,,,,0,AS_NEW
8540,HOUSE,HOUSE,1150000,4,350,0,0,0,0,,1,,1300,4,0,
1150,APARTMENT,GROUND_FLOOR,380000,2,120,1,0,0,0,,0,,,2,0,JUST_RENOVATED
7090,APARTMENT,APARTMENT,227000,2,102,1,0,0,1,43,0,,,4,0,AS_NEW
8300,HOUSE,EXCEPTIONAL_PROPERTY,2145000,5,356,1,0,0,1,,0,,487,4,0,AS_NEW
1200,APARTMENT,APARTMENT,250000,2,66,0,0,0,1,3,0,,,,0,GOOD
8500,HOUSE,HOUSE,439000,4,236,1,0,0,0,,0,,130,3,0,TO_BE_DONE_UP
4020,HOUSE,APARTMENT_BLOCK,599000,0,382,0,0,0,1,,1,160,281,2,0,TO_RENOVATE
1050,APARTMENT,APARTMENT,1190000,3,213,1,0,0,1,59,1,200,,,0,
9840,HOUSE,HOUSE,415000,3,116,1,0,0,0,,0,,569,3,0,JUST_RENOVATED
8940,HOUSE,MANSION,289000,4,272,1,0,0,1,32,0,,149,2,0,GOOD
4317,APARTMENT,APARTMENT,195000,3,215,1,0,0,1,22,0,,,,0,GOOD
9000,APARTMENT,APARTMENT,296000,2,110,1,0,0,0,,1,,,,0,GOOD
9600,HOUSE,HOUSE,216000,5,167,1,0,0,0,,1,,270,3,0,
1310,HOUSE,HOUSE,2900000,6,1000,1,0,1,1,,1,,30000,4,0,GOOD
3000,HOUSE,HOUSE,569600,3,144,1,0,0,1,34,0,,0,2,0,
8434,HOUSE,HOUSE,389000,3,170,1,0,0,1,20,1,400,622,3,0,GOOD
2000,APARTMENT,APARTMENT,345000,2,112,1,0,0,1,,0,,,2,0,JUST_RENOVATED
1050,APARTMENT,DUPLEX,315000,1,73,1,0,0,0,,0,,,2,0,GOOD
8000,APARTMENT,KOT,1741741,15,400,0,0,0,1,15,0,,,3,0,JUST_RENOVATED
3000,HOUSE,TOWN_HOUSE,345000,3,105,1,0,0,0,,0,,0,3,0,GOOD
1457,APARTMENT,APARTMENT,165000,1,47,1,0,0,1,3,0,,,2,0,GOOD
9940,APARTMENT,GROUND_FLOOR,246012,2,85,1,0,0,1,9,1,,,4,0,AS_NEW
3890,HOUSE,HOUSE,499000,3,254,1,0,0,1,140,1,1625,1726,4,0,AS_NEW
9820,HOUSE,HOUSE,345000,3,144,1,0,0,1,,1,,300,2,0,AS_NEW
8480,APARTMENT,APARTMENT,189000,3,120,1,0,0,1,,0,,,,0,GOOD
8400,APARTMENT,APARTMENT,239000,3,,1,0,0,1,,0,,,,0,AS_NEW
8530,APARTMENT,APARTMENT,259000,2,,0,0,0,1,,0,,,,0,AS_NEW
1420,HOUSE,VILLA,530000,3,146,1,0,0,1,26,1,300,680,4,0,TO_BE_DONE_UP
4101,HOUSE,HOUSE,109000,4,160,1,0,0,0,,0,,66,2,0,TO_BE_DONE_UP
1000,HOUSE,HOUSE,795000,4,239,1,0,0,1,10,1,60,196,2,0,TO_BE_DONE_UP
9300,HOUSE,HOUSE,178000,3,95,1,0,0,0,,0,,40,2,0,GOOD
4250,HOUSE,HOUSE,175000,4,239,1,0,0,1,27,1,1050,1250,3,0,TO_RENOVATE
3020,APARTMENT,PENTHOUSE,499000,3,163,1,0,0,0,,0,,,2,0,AS_NEW
1410,APARTMENT,APARTMENT,350000,2,85,1,0,0,1,12,0,,,4,0,AS_NEW
1400,APARTMENT,APARTMENT,185000,3,108,0,0,0,0,,0,,,,0,
4000,HOUSE,EXCEPTIONAL_PROPERTY,1250000,10,650,0,0,0,0,,1,4250,5200,4,0,TO_RENOVATE
1150,APARTMENT,APARTMENT,325000,3,110,1,0,0,1,10,0,,,2,0,TO_RENOVATE
9000,HOUSE,HOUSE,350000,3,98,1,0,0,0,,1,,100,2,0,GOOD
3580,HOUSE,HOUSE,190000,3,188,1,0,0,1,,0,,0,,0,
5580,HOUSE,HOUSE,40000,1,110,0,0,0,0,,0,,118,3,0,GOOD
3560,APARTMENT,APARTMENT,311420,3,127,1,0,0,1,21,1,196,,,0,
1380,HOUSE,VILLA,3600000,3,430,0,0,0,1,,0,,4250,4,0,JUST_RENOVATED
9700,APARTMENT,APARTMENT,235000,2,86,1,0,0,1,,1,101,,3,0,
6224,APARTMENT,APARTMENT,110000,4,,0,0,0,0,,0,,,2,0,
1800,APARTMENT,APARTMENT,179000,1,55,1,0,0,0,,0,,,,0,AS_NEW
8570,HOUSE,HOUSE,415500,3,173,0,0,0,1,17,1,,609,3,0,
2880,HOUSE,VILLA,645000,4,300,1,0,1,1,100,1,500,1361,4,0,AS_NEW
7333,HOUSE,MIXED_USE_BUILDING,185000,6,,1,0,0,1,25,0,,260,3,0,GOOD
1730,HOUSE,HOUSE,346580,2,95,1,0,0,1,,1,35,0,3,0,AS_NEW
1435,HOUSE,MIXED_USE_BUILDING,275000,1,115,1,0,0,1,,0,,153,4,0,GOOD
5530,HOUSE,VILLA,325000,3,123,1,0,0,1,75,1,860,1377,4,0,GOOD
6890,APARTMENT,APARTMENT,234900,2,82,0,0,0,1,6,0,,,4,0,
1050,APARTMENT,APARTMENT,495000,2,120,0,0,0,1,,0,,,2,0,GOOD
1950,HOUSE,HOUSE,1850000,5,537,1,0,0,1,40,1,3000,3225,4,0,GOOD
8370,HOUSE,MANSION,595000,5,415,0,1,0,1,20,0,,435,,0,JUST_RENOVATED
1180,APARTMENT,GROUND_FLOOR,320500,2,84,1,0,0,1,15,1,64,,4,0,
8370,APARTMENT,APARTMENT,283815,2,,1,0,0,1,,0,,,,0,
4458,HOUSE,BUNGALOW,319000,3,102,1,0,0,0,,1,805,1085,4,0,TO_BE_DONE_UP
4031,HOUSE,HOUSE,104500,3,140,1,0,0,1,11,1,31,100,2,0,TO_RENOVATE
8430,APARTMENT,APARTMENT,249000,2,75,1,0,0,1,7,0,,,2,0,AS_NEW
1070,APARTMENT,APARTMENT,240000,2,82,1,0,0,1,2,1,,,2,0,TO_BE_DONE_UP
2460,HOUSE,HOUSE,389000,4,175,1,0,0,1,6,1,160,330,3,0,AS_NEW
1420,APARTMENT,APARTMENT,355000,3,118,0,0,0,1,18,0,,,4,0,
6044,HOUSE,HOUSE,264900,3,243,0,0,0,1,15,1,329,414,3,0,
8370,APARTMENT,APARTMENT,345000,2,85,1,0,0,1,,0,,,2,0,
8600,APARTMENT,APARTMENT,197000,2,73,0,0,0,0,,0,,,2,0,
4257,HOUSE,HOUSE,295000,3,,1,0,0,0,,0,,2800,4,0,TO_BE_DONE_UP
1500,APARTMENT,DUPLEX,360000,2,133,1,0,0,1,,0,,,2,0,
7330,APARTMENT,APARTMENT,130000,1,92,1,0,0,0,,0,,,2,0,
8480,HOUSE,VILLA,550000,3,310,1,0,0,1,,1,1196,3856,4,0,GOOD
2430,HOUSE,HOUSE,375000,3,220,0,0,0,0,,0,,800,4,0,AS_NEW
8380,APARTMENT,FLAT_STUDIO,123000,0,39,1,1,0,1,,0,,,,0,GOOD
1090,APARTMENT,APARTMENT,219000,1,59,1,0,0,1,6,0,,,,0,GOOD
1180,HOUSE,HOUSE,2290000,7,540,1,0,1,0,,1,110,235,,0,GOOD
9255,APARTMENT,APARTMENT,369000,3,130,0,0,0,1,,1,,,,0,AS_NEW
3390,APARTMENT,APARTMENT,318000,2,111,1,0,0,1,19,0,,,,0,AS_NEW
8520,APARTMENT,APARTMENT,149000,2,128,1,0,0,0,,0,,,,0,AS_NEW
8434,APARTMENT,APARTMENT,315000,3,153,1,0,1,0,,0,,,3,0,JUST_RENOVATED
6150,APARTMENT,GROUND_FLOOR,180000,2,86,1,0,0,1,,1,121,,3,0,AS_NEW
1831,APARTMENT,APARTMENT,205000,1,86,1,0,0,1,7,0,,,,0,AS_NEW
9000,APARTMENT,APARTMENT,310000,1,55,0,0,0,1,12,0,,,,0,AS_NEW
4500,APARTMENT,APARTMENT,233500,2,110,0,0,0,1,5,0,,,2,0,
8300,APARTMENT,APARTMENT,615000,2,85,0,0,0,1,,1,,,,0,
8710,HOUSE,HOUSE,191100,2,97,1,0,0,1,7,0,,97,2,0,GOOD
8791,HOUSE,HOUSE,299000,4,165,1,0,0,0,,0,,775,,0,TO_RENOVATE
1420,APARTMENT,GROUND_FLOOR,492450,3,184,1,0,0,1,27,1,178,,,0,AS_NEW
8740,HOUSE,HOUSE,175000,3,160,1,0,0,1,,0,,197,,0,TO_BE_DONE_UP
4800,HOUSE,EXCEPTIONAL_PROPERTY,750000,10,600,1,0,0,1,105,1,1400,1733,4,0,TO_RENOVATE
3080,HOUSE,VILLA,1850000,6,,1,0,1,0,,0,,1872,4,0,AS_NEW
7300,HOUSE,MANSION,235000,3,182,1,0,0,1,24,1,564,655,3,0,TO_RENOVATE
2627,HOUSE,HOUSE,279000,3,185,1,0,0,1,,0,,144,2,0,
1070,APARTMENT,APARTMENT,139000,1,40,1,0,0,0,,0,,,,0,
2850,HOUSE,HOUSE,352000,3,219,1,0,0,0,,1,,160,2,0,AS_NEW
8560,APARTMENT,APARTMENT,236000,2,100,1,0,0,0,,0,,,,0,AS_NEW
4460,APARTMENT,APARTMENT,195000,3,195,0,0,0,1,,1,80000,,,0,TO_RESTORE
8400,APARTMENT,APARTMENT,135000,1,56,0,0,0,0,,0,,,,0,
7080,HOUSE,HOUSE,109500,5,220,0,0,0,0,,0,,343,2,0,TO_RENOVATE
1500,APARTMENT,DUPLEX,350000,3,148,1,0,0,1,6,0,,,,0,AS_NEW
9750,HOUSE,HOUSE,275000,3,143,1,0,0,0,,0,,403,3,0,
1180,HOUSE,TOWN_HOUSE,420000,3,150,1,0,1,0,,1,80,165,2,0,TO_RENOVATE
1000,HOUSE,HOUSE,499000,6,220,1,0,0,0,,1,50,140,,0,TO_RENOVATE
6530,HOUSE,VILLA,480000,2,173,1,0,0,1,130,1,400,2124,4,0,AS_NEW
1850,APARTMENT,GROUND_FLOOR,395000,3,126,1,0,0,1,,0,,,3,0,GOOD
9940,APARTMENT,APARTMENT,360000,2,101,1,0,0,1,34,0,,,,0,
8755,HOUSE,HOUSE,399000,3,140,1,0,0,1,,1,,619,,0,AS_NEW
2020,APARTMENT,APARTMENT,167000,1,70,1,0,0,0,,0,,,4,0,JUST_RENOVATED
2000,APARTMENT,APARTMENT,1350000,3,185,1,0,0,1,18,0,,,2,0,AS_NEW
